mu,line_id,mean_prob,std_prob,max_prob,min_prob,mean_density,std_density,mask_size,stability_prob,stability_density,type
1.0,21,0.4163066996801508,0.2822805132913978,1.0,0.1753812330753143,0.05203833746001885,0.035285064161424726,8,1.474797864546888,1.4747978279748108,rainbow
1.0,22,0.36677417207077556,0.171866267251436,0.5697192398907354,0.0,0.045846771508846945,0.0214832834064295,8,2.1340672361268367,2.1340671492076866,rainbow
1.0,23,0.25170971861330343,0.15966856356988374,0.3919937866891189,0.0,0.03146371482666293,0.019958570446235467,8,1.5764513152063513,1.576451246093444,rainbow
1.0,24,0.10153878447543173,0.07186673176983625,0.2092582533037093,0.0,0.050769392237715864,0.03593336588491813,2,1.4128760354338714,1.4128760157742046,monochrome
1.0,25,0.028374406100262525,0.02356417046646412,0.052564151064457415,0.0,0.014187203050131263,0.01178208523323206,2,1.2041334082398865,1.2041333571397086,monochrome
1.0,26,0.25036871889176304,0.15653795218897334,0.39777569511885547,0.0,0.03129608986147038,0.019567244023621668,8,1.5994122434290217,1.5994121719071641,rainbow
1.0,27,0.04532513111485777,0.034333226560633895,0.09191085685547035,0.0,0.022662565557428883,0.017166613280316947,2,1.320153517021134,1.3201534785699434,monochrome
1.0,28,0.3319835817065455,0.16129687368678544,0.5438725133020292,0.0,0.04149794771331819,0.02016210921084818,8,2.058214595609545,2.0582145062866637,rainbow
1.0,29,0.03867604170661794,0.032373673095603094,0.07163643200652307,0.0,0.01933802085330897,0.016186836547801547,2,1.1946756982974267,1.1946756613947367,monochrome
1.0,30,0.3348796323249509,0.15919570107294767,0.5248674800478581,0.0,0.04185995404061886,0.01989946263411846,8,2.103572068619668,2.103571976123428,rainbow
1.0,31,0.21129514824620446,0.1401629831269277,0.4323523820223035,0.0,0.10564757412310223,0.07008149156346385,2,1.5074960736770662,1.5074960629217582,monochrome
1.0,32,0.21229955189068705,0.1309196684546146,0.3334858120880437,0.0,0.026537443986335882,0.016364958556826827,8,1.6216016491264063,1.6216015624227735,rainbow
