m0,m1,m2,m3,sum_m_mod3,pred_coef_delta_coh,pred_coef_flux_coh,pred_coef_flux_def_mass,pred_coef_mu,pred_coef_lambda
0,2,1,0,0,5.487074729023938,-5.206847112001675,-0.2247677292830475,0.0032166711387828437,0.020541768626101194
0,2,1,1,1,0.030888352789827267,-0.7962946954149761,0.01711224467936611,-0.005580543761271131,-0.006596163726715826
0,2,1,2,2,-5.714856470741925,4.766652371158939,0.09866946776354847,-0.0029898389200353247,-0.09847435816688838
0,2,2,0,1,-3.3971957789527853,0.6853571225303314,0.43043218109452575,-0.029790053279277844,-0.029726752608084578
0,2,2,1,2,-1.0222860741190956,0.3874692276655237,0.09827336292913927,-0.007679649179506952,-0.012232497297101535
0,2,2,2,0,-24.18030899768339,16.537163807688287,1.4596517208383128,-0.07330006357330335,-0.20233783164927285
1,0,0,0,1,-17.106902565660253,11.846062790164334,0.8602349935034075,-0.042450160182673766,-0.19657906633976296
1,0,0,1,2,1.9032557700487849,-1.868440420265796,-0.0700798237643667,0.0005405143164166808,-0.010810288116153682
1,0,0,2,0,-4.702237468984649,3.859234600657527,0.19540609157587827,-0.005722985533295071,-0.04701247892692362
1,0,1,0,2,-3.3080961642339655,2.4080038595226556,-0.053174123350444163,0.002352599622491301,-0.10839579522168188
1,0,1,1,0,-1.7102159285574696,-0.7197518374586254,0.2963321942067728,-0.022867845113450462,-0.020854156910071347
1,0,1,2,1,1.26547285137384,-0.8703840185326438,-0.1439642331501733,0.008172155272045126,-0.003461395472642588
1,0,2,0,0,-11.887093012586176,8.821760048501496,0.42292482743651166,-0.02147784959857242,-0.16986304322632792
1,0,2,1,1,-0.7080307579449363,-0.1843028504771277,0.06664880229653761,-0.009394794099306845,-0.02872645266651868
1,0,2,2,2,-13.394534140149226,9.081945591351868,0.7744299591951916,-0.04017003171346099,-0.10059806655669004
1,1,0,0,2,-1.340098995878716,1.4724610005775978,-0.18719006096686003,0.009768855435775136,-0.0675665382502574
1,1,0,1,0,-1.578039769222403,2.3513803469664243,-0.2738783224273468,0.015116153707473606,-0.11888335594706595
1,1,0,2,1,2.315559515218998,0.19741064420735208,-0.49607746027544103,0.030872282589149078,-0.03206136650542764
1,1,1,0,0,4.257272521059638,-2.51943652979899,-0.40917991903305884,0.021178401377770956,-0.019579339026608824
1,1,1,1,1,-9.892774476522709,6.606496548947015,0.5204658531926636,-0.028893657114797834,-0.15119776746661887
1,1,1,2,2,1.831920888986495,-0.2559134652635633,-0.27577207678323074,0.017770090766702506,-0.0197435903611805
1,1,2,0,1,0.6540360838998667,0.586305513774387,-0.34466237292462487,0.017242499705983093,-0.05646716879183927
1,1,2,1,2,-5.664914832614676,5.003798281068885,0.01094460717329742,-0.0019219397867608306,-0.14345340956804925
1,1,2,2,0,-11.35249756713802,8.728135780307154,0.49452781202239426,-0.0234693111402927,-0.11022637237460964
1,2,0,0,0,-7.189092878790184,4.718889939651578,0.2078161392961892,-0.01045745921248999,-0.11848935514245407
1,2,0,1,1,3.0720588713409627,-2.2838354376419914,-0.36655717535263677,0.016909467790595704,-0.046781992586854386
1,2,0,2,2,-10.532355015373419,8.985750525872058,0.12312669203716538,0.0014181016802616755,-0.18808283448123528
1,2,1,0,1,3.3840390493406076,-2.5810217361304724,-0.4257551234485315,0.020846634278781688,-0.045922737679389924
1,2,1,1,2,-2.017001362663844,-0.16686649052102753,0.14794914615824267,-0.013601676717782351,-0.06347975045139036
1,2,1,2,0,-9.54040510620737,7.564146052087349,0.19533777198963576,-0.004581305063673985,-0.16911116926636985
1,2,2,0,2,-6.6705463344101545,4.80101481716216,0.19843813087816425,-0.010086600020792945,-0.11404387475465426
1,2,2,1,0,-5.990576603243751,3.6765966418659324,0.3298471589265294,-0.02002317325291459,-0.09593146444725327
1,2,2,2,1,-27.426086571025934,19.65462291683149,1.3935698184441316,-0.06642215836307348,-0.28186449400543423
2,0,0,0,2,-10.270892724019172,7.518875365919131,0.5589174940929216,-0.02436468386252745,-0.09497181026710803
2,0,0,1,0,6.961606691678095,-4.027562368476537,-0.40556592042764184,0.025055657449435553,0.07704374358169434
2,0,0,2,1,2.161345354771263,-1.4661514090763024,0.060000739987572674,-0.00046305726140379033,0.05938523693613962
2,0,1,0,0,0.6075128637361341,0.7405156445839136,-0.2537547282424165,0.016115684825741196,-0.03360391957450414
2,0,1,1,1,3.927906055194744,-2.558908357454575,-0.20190410907677078,0.010116669373436938,0.05811002353109674
2,0,1,2,2,6.958740799355712,-4.705937709505847,-0.31037624078935633,0.01550557366242246,0.08508370454934208
2,0,2,0,1,-3.880768295171053,3.0047403054956665,0.15261398407690327,-0.0054658633969121625,-0.0504031713125944
2,0,2,1,2,7.270720977355357,-5.003124007994328,-0.36957418888525106,0.019442740150608446,0.08594295945680654
2,0,2,2,0,-7.110722378516218,3.436594153403247,0.8017748142271545,-0.04337947479543824,0.01468950056305313
2,1,0,0,0,3.415468182889175,-2.3125881706835716,-0.2522604275581518,0.013983944266872352,0.026797538469537554
2,1,0,1,1,4.900040365327603,-1.6053371293519532,-0.6366043874102099,0.038552671822208326,-0.020346974433280658
2,1,0,2,2,8.848785613998661,-5.75570400308828,-0.5269792296139435,0.028657704607373734,0.07605593458917423
2,1,1,0,1,9.592610761950432,-5.984520272845368,-0.6370004922446191,0.0338628615627367,0.06589488643650619
2,1,1,1,2,-4.58500921774674,4.1396113913892645,0.12673313215892304,-0.0033836488815770552,-0.07051400179391215
2,1,1,2,0,5.444746174095175,-3.5493289032527344,-0.2059369516032197,0.011233121668030744,0.06155833030794417
2,1,2,0,2,8.33000407633874,-5.858442866793243,-0.5104696340344302,0.02577997965397673,0.06471228835343287
2,1,2,1,0,0.2333942398124243,0.7271153765357168,-0.18903125118929717,0.013045206974105364,-0.036027176797584035
2,1,2,2,1,-3.6489565925843164,1.2851888142508974,0.4946326987347692,-0.027757379240554096,0.015743544561070792
2,2,0,0,1,-0.022726312172853924,1.019431152968177,-0.19800494236409977,0.015102523361322947,-0.018601684301337757
2,2,0,1,2,10.210852455843465,-4.985095638836764,-0.9382904048351061,0.05529499841266367,0.048315218463853636
2,2,0,2,0,-5.088501404538203,5.457960044245865,0.014961308768447673,0.007756654970437106,-0.09236746843410933
2,2,1,0,2,9.380090740183899,-4.790648204053247,-0.862582861159698,0.048480106971080676,0.03611231732064782
2,2,1,1,0,2.201391408167674,-0.20842748240934084,-0.32304718880571304,0.0204614627873892,0.004802080173840461
2,2,1,2,1,-3.5167804332492496,4.356320998675947,-0.07557781789935042,0.010226619580369972,-0.0822856544759238
2,2,2,0,0,-0.08395082991572811,0.7815906022639679,-0.044632744161856266,0.007004011199151463,-0.005266352656858016
2,2,2,1,1,2.3185318570327906,-0.5144958780894671,-0.21087941450506242,0.016288867250667322,0.01701836244453332
2,2,2,2,2,-19.061832146519734,13.467133225898834,1.1846675406569003,-0.055761213956001636,-0.15933374753283105
