u,v,z2_voltage,s3_perm,s3_class,s3_sign
39,14,0,"(1, 0, 2)",transposition,1
39,19,0,"(0, 1, 2)",id,0
39,20,1,"(0, 1, 2)",id,0
39,21,0,"(0, 1, 2)",id,0
39,22,1,"(0, 1, 2)",id,0
39,23,0,"(0, 1, 2)",id,0
39,24,1,"(0, 1, 2)",id,0
39,25,1,"(0, 1, 2)",id,0
39,26,0,"(0, 2, 1)",transposition,1
39,27,0,"(0, 1, 2)",id,0
39,28,1,"(0, 1, 2)",id,0
39,31,1,"(0, 2, 1)",transposition,1
39,32,0,"(2, 1, 0)",transposition,1
39,33,0,"(0, 1, 2)",id,0
39,34,1,"(0, 1, 2)",id,0
39,36,0,"(0, 1, 2)",id,0
39,37,1,"(0, 2, 1)",transposition,1
39,40,0,"(0, 1, 2)",id,0
39,41,0,"(0, 1, 2)",id,0
39,42,0,"(0, 1, 2)",id,0
39,44,1,"(0, 1, 2)",id,0
40,1,0,"(0, 1, 2)",id,0
40,2,1,"(0, 1, 2)",id,0
40,3,0,"(0, 1, 2)",id,0
40,4,1,"(0, 1, 2)",id,0
40,5,1,"(0, 2, 1)",transposition,1
40,6,0,"(0, 1, 2)",id,0
40,9,0,"(0, 1, 2)",id,0
40,10,1,"(0, 1, 2)",id,0
40,11,1,"(2, 1, 0)",transposition,1
40,12,0,"(2, 1, 0)",transposition,1
40,15,0,"(0, 1, 2)",id,0
40,16,1,"(1, 2, 0)",3-cycle,0
40,19,0,"(0, 2, 1)",transposition,1
40,20,1,"(0, 1, 2)",id,0
40,21,0,"(2, 0, 1)",3-cycle,0
40,22,1,"(2, 1, 0)",transposition,1
40,23,0,"(1, 0, 2)",transposition,1
40,24,1,"(1, 0, 2)",transposition,1
40,25,1,"(2, 0, 1)",3-cycle,0
40,26,0,"(0, 1, 2)",id,0
40,29,1,"(0, 2, 1)",transposition,1
40,30,0,"(0, 2, 1)",transposition,1
40,31,0,"(0, 1, 2)",id,0
40,32,1,"(1, 2, 0)",3-cycle,0
40,34,0,"(2, 0, 1)",3-cycle,0
40,35,1,"(1, 2, 0)",3-cycle,0
40,37,0,"(0, 1, 2)",id,0
40,38,1,"(0, 1, 2)",id,0
40,39,0,"(0, 1, 2)",id,0
40,41,0,"(0, 2, 1)",transposition,1
40,42,1,"(2, 1, 0)",transposition,1
40,43,0,"(0, 1, 2)",id,0
41,1,0,"(0, 1, 2)",id,0
41,2,1,"(2, 1, 0)",transposition,1
41,3,1,"(2, 1, 0)",transposition,1
41,4,0,"(0, 1, 2)",id,0
41,7,0,"(0, 1, 2)",id,0
41,8,1,"(0, 2, 1)",transposition,1
41,9,0,"(2, 1, 0)",transposition,1
41,10,1,"(0, 1, 2)",id,0
41,13,0,"(0, 1, 2)",id,0
41,14,1,"(0, 1, 2)",id,0
41,15,1,"(0, 2, 1)",transposition,1
41,16,0,"(0, 2, 1)",transposition,1
41,19,0,"(0, 1, 2)",id,0
41,20,1,"(0, 1, 2)",id,0
41,21,0,"(2, 1, 0)",transposition,1
41,22,1,"(1, 0, 2)",transposition,1
41,23,0,"(1, 2, 0)",3-cycle,0
41,24,1,"(1, 0, 2)",transposition,1
41,25,1,"(0, 1, 2)",id,0
41,26,0,"(0, 1, 2)",id,0
41,27,1,"(1, 0, 2)",transposition,1
41,28,0,"(1, 0, 2)",transposition,1
41,29,0,"(0, 1, 2)",id,0
41,30,1,"(0, 1, 2)",id,0
41,33,1,"(2, 1, 0)",transposition,1
41,35,0,"(0, 1, 2)",id,0
41,36,1,"(1, 0, 2)",transposition,1
41,38,0,"(0, 1, 2)",id,0
41,39,0,"(0, 1, 2)",id,0
41,40,0,"(0, 2, 1)",transposition,1
41,43,1,"(0, 1, 2)",id,0
41,44,0,"(0, 1, 2)",id,0
42,1,0,"(0, 1, 2)",id,0
42,2,1,"(1, 2, 0)",3-cycle,0
42,5,0,"(0, 1, 2)",id,0
42,6,1,"(0, 1, 2)",id,0
42,7,1,"(0, 1, 2)",id,0
42,8,0,"(0, 1, 2)",id,0
42,9,1,"(0, 1, 2)",id,0
42,10,0,"(0, 1, 2)",id,0
42,11,0,"(0, 1, 2)",id,0
42,12,1,"(0, 1, 2)",id,0
42,15,1,"(0, 2, 1)",transposition,1
42,16,0,"(2, 1, 0)",transposition,1
42,17,0,"(0, 1, 2)",id,0
42,18,1,"(0, 1, 2)",id,0
42,19,0,"(0, 1, 2)",id,0
42,20,1,"(0, 1, 2)",id,0
42,21,1,"(1, 0, 2)",transposition,1
42,22,0,"(1, 0, 2)",transposition,1
42,27,0,"(0, 2, 1)",transposition,1
42,28,1,"(0, 1, 2)",id,0
42,29,0,"(1, 2, 0)",3-cycle,0
42,30,1,"(0, 2, 1)",transposition,1
42,31,0,"(0, 1, 2)",id,0
42,32,1,"(0, 2, 1)",transposition,1
42,33,1,"(2, 0, 1)",3-cycle,0
42,35,0,"(0, 2, 1)",transposition,1
42,36,0,"(0, 1, 2)",id,0
42,38,1,"(0, 1, 2)",id,0
42,39,0,"(0, 1, 2)",id,0
42,40,1,"(2, 1, 0)",transposition,1
42,43,0,"(0, 1, 2)",id,0
42,44,0,"(1, 0, 2)",transposition,1
43,1,0,"(0, 1, 2)",id,0
43,2,1,"(2, 0, 1)",3-cycle,0
43,3,0,"(0, 1, 2)",id,0
43,4,1,"(0, 1, 2)",id,0
43,5,1,"(0, 1, 2)",id,0
43,6,0,"(0, 1, 2)",id,0
43,9,1,"(0, 1, 2)",id,0
43,10,0,"(0, 1, 2)",id,0
43,13,1,"(2, 1, 0)",transposition,1
43,14,0,"(0, 2, 1)",transposition,1
43,15,0,"(0, 2, 1)",transposition,1
43,16,1,"(1, 2, 0)",3-cycle,0
43,17,0,"(0, 1, 2)",id,0
43,18,1,"(0, 1, 2)",id,0
43,19,1,"(2, 1, 0)",transposition,1
43,20,0,"(2, 1, 0)",transposition,1
43,23,0,"(0, 1, 2)",id,0
43,24,1,"(0, 1, 2)",id,0
43,27,0,"(0, 1, 2)",id,0
43,28,1,"(1, 2, 0)",3-cycle,0
43,29,0,"(0, 1, 2)",id,0
43,30,1,"(0, 2, 1)",transposition,1
43,31,0,"(0, 1, 2)",id,0
43,32,1,"(0, 1, 2)",id,0
43,33,0,"(2, 0, 1)",3-cycle,0
43,34,1,"(1, 2, 0)",3-cycle,0
43,36,1,"(2, 1, 0)",transposition,1
43,37,0,"(0, 1, 2)",id,0
43,40,0,"(0, 1, 2)",id,0
43,41,1,"(0, 1, 2)",id,0
43,42,0,"(0, 1, 2)",id,0
43,44,0,"(0, 1, 2)",id,0
44,1,0,"(0, 1, 2)",id,0
44,2,1,"(2, 1, 0)",transposition,1
44,3,1,"(2, 0, 1)",3-cycle,0
44,4,0,"(0, 1, 2)",id,0
44,7,0,"(0, 1, 2)",id,0
44,8,1,"(0, 1, 2)",id,0
44,9,1,"(0, 1, 2)",id,0
44,10,0,"(0, 1, 2)",id,0
44,11,1,"(1, 0, 2)",transposition,1
44,12,0,"(1, 0, 2)",transposition,1
44,13,0,"(0, 1, 2)",id,0
44,14,1,"(0, 1, 2)",id,0
44,17,0,"(2, 0, 1)",3-cycle,0
44,18,1,"(0, 2, 1)",transposition,1
44,21,0,"(0, 1, 2)",id,0
44,22,1,"(1, 0, 2)",transposition,1
44,23,1,"(0, 2, 1)",transposition,1
44,24,0,"(0, 2, 1)",transposition,1
44,27,0,"(2, 0, 1)",3-cycle,0
44,28,1,"(2, 0, 1)",3-cycle,0
44,29,0,"(2, 1, 0)",transposition,1
44,30,1,"(2, 1, 0)",transposition,1
44,31,0,"(0, 1, 2)",id,0
44,32,1,"(0, 1, 2)",id,0
44,34,0,"(0, 1, 2)",id,0
44,35,1,"(0, 1, 2)",id,0
44,37,1,"(0, 2, 1)",transposition,1
44,38,0,"(0, 1, 2)",id,0
44,39,1,"(0, 1, 2)",id,0
44,41,0,"(0, 1, 2)",id,0
44,42,0,"(1, 0, 2)",transposition,1
44,43,0,"(0, 1, 2)",id,0
