potential,m,branch,mu,eig_rank,eigval,ipr,mass_defect7,mass_O6,mass_O12,overlap_score,O6_bias_frac
V_O12_4,3,1,1.7000000000000002,2,4.500331052107897,0.10626562813349409,0.6493556185620935,0.21301370200197622,0.5643389522729848,0.9997004740877484,0.2740245380655202
V_O12_4,3,1,1.725,2,4.514289057918995,0.10362889059653306,0.6351993828192983,0.20650724260258158,0.5520717923660647,0.9996667402600575,0.27222904019598265
V_O12_4,3,1,1.75,2,4.527923131688359,0.10071379731758956,0.6195305704795588,0.19946592454579648,0.5384246099808994,0.9996316334762646,0.27031912622848503
V_O12_4,3,1,1.7750000000000004,2,4.541198947392523,0.09754122137682679,0.6023670643662137,0.1919048293987365,0.5234179504756401,0.9995961871425546,0.2682772516096441
V_O12_4,3,1,1.8000000000000003,2,4.5540832173620345,0.09414302656223907,0.5837738748190988,0.18385693882061221,0.5071155167569652,0.9995617449711044,0.266084324109073
V_O12_4,3,1,1.8250000000000002,2,4.566544850101891,0.0905621357718374,0.5638699262548226,0.17537518593971413,0.4896300453163018,0.9995299081972012,0.2637200095527277
V_O12_4,3,1,1.85,2,4.578556216260401,0.08685143797721459,0.5428312427389542,0.16653304772256897,0.4711258403338048,0.999502421065604,0.2611632188330527
V_O12_4,3,1,1.875,2,4.590094422191433,0.0830714139440176,0.5208890587807462,0.15742318537791208,0.4518166643214815,0.9994809973008101,0.2583927913699805
V_O12_4,3,1,1.9000000000000004,2,4.601142464203498,0.07928660691369609,0.4983219828054104,0.14815389328815742,0.43195824797498583,0.9994671090279064,0.255388368471844
V_O12_4,3,1,1.9250000000000003,2,4.6116901291677435,0.07556134081129096,0.4754423552413067,0.13884350998491557,0.41183561136653146,0.9994617776846199,0.2521314220955412
V_O12_4,3,1,1.9500000000000002,2,4.621734525524933,0.07195530471032936,0.4525781471784086,0.12961338456712848,0.39174647444263655,0.999465415297305,0.24860637490016707
V_O12_4,3,1,1.975,2,4.631280172809595,0.0685196917342112,0.4300527760151301,0.1205803413744589,0.3719829466215545,0.9994777574390384,0.24480172256603508
V_O12_4,3,1,2.0,2,4.640338639058999,0.06529446587007502,0.4081657127561553,0.11184971914399333,0.3528141034591078,0.9994979063407816,0.24071105539733523
V_O6_4,2,1,-2.0,2,3.691393703638266,0.04360637542268585,0.05193388121650149,0.0017290249340754914,0.05047655996115437,1.0,0.03311953955716253
V_O6_4,2,1,-1.975,2,3.6914371798085663,0.043597087383117086,0.051983663279975674,0.0017491361062305605,0.05051119086576634,0.9999998687331089,0.033469673986815
V_O6_4,2,1,-1.95,2,3.6914811638690415,0.04358759042915008,0.05203447248473047,0.0017696583548574972,0.05054658716310399,0.9999998637284635,0.033826172679308625
V_O6_4,2,1,-1.925,2,3.691525666264757,0.04357787702515279,0.05208634401844544,0.0017906052395920348,0.050582776868719335,0.9999998584566637,0.03418922298840209
