lambda,mu,line_id,cards,stability_flux,stability_noflux,delta_stability,meanmax_flux,stdmax_flux,meanmax_noflux,stdmax_noflux
0.45,1.75,39,2♠ 3♡ 6♣ 7♣,9.125461540029825,8.381867020058086,0.7435945199717384,0.07594581100033176,0.00832240765764967,0.07012960858923062,0.008366824291223917
0.46,1.75,0,2♡ 3♠ 8♡ 9♡,10.137958581258447,8.177184951113038,1.9607736301454093,0.07224137532824058,0.007125830585043987,0.06517455231038044,0.0079702920626137
0.46,1.75,1,1♡ 3♠ 6♠ 10♠,13.609136474132722,8.170405381760188,5.438731092372533,0.06384585163339401,0.004691396236252584,0.059540103329550474,0.007287288763231901
0.46,1.75,2,7♠ 7♡ 7♢ 7♣,9.279395942018981,8.085285110331892,1.1941108316870892,0.07575139049369796,0.008163396730457458,0.06987451142124143,0.008642182739103577
0.46,1.75,3,3♢ 4♣ 8♠ 10♡,13.971888809586567,17.460123385327996,-3.48823457574143,0.058659667288695934,0.0041984063921584915,0.054017724296254746,0.0030937767794726265
0.46,1.75,4,2♣ 3♢ 6♢ 7♠,6.054438913361454,7.164948908060631,-1.1105099946991768,0.08781790880023646,0.014504714649351302,0.08248140850910449,0.011511792975426828
0.46,1.75,5,5♡ 7♣ 8♢ 10♠,9.279395942018981,8.085285110331892,1.1941108316870892,0.07575139049369796,0.008163396730457458,0.06987451142124143,0.008642182739103577
0.46,1.75,6,3♠ 3♡ 3♢ 3♣,9.492537807421407,12.138032930058756,-2.6454951226373495,0.05999531496981192,0.006320260839299128,0.05794168284305439,0.0047735644792631085
0.46,1.75,7,6♠ 6♡ 6♢ 6♣,15.309193119657206,10.529669693113204,4.779523426544001,0.0648486773110405,0.0042359304506893935,0.05945064786181301,0.005646012609559438
0.46,1.75,8,3♡ 4♠ 8♣ 10♣,9.742820353026861,18.35438705562044,-8.611566702593578,0.06265703448896283,0.006431098205510562,0.054781846534070346,0.0029846731665874493
0.46,1.75,9,6♡ 7♢ 8♠ 9♣,12.905120927068086,18.348380413402055,-5.443259486333968,0.06295695674899836,0.004878447641427994,0.05593622210889312,0.0030485645516721512
0.46,1.75,10,9♠ 9♡ 9♢ 9♣,8.664771029421027,6.244439244390931,2.420331785030096,0.0698031991306168,0.008055977347076072,0.06679747273560567,0.010697113082749026
0.46,1.75,11,2♡ 4♠ 5♡ 6♡,12.242266910488105,26.884632364825926,-14.64236545433782,0.06260887962893753,0.0051141573767926685,0.055927806567923476,0.002080289059153947
0.46,1.75,12,6♠ 7♡ 8♣ 9♢,15.244499085603422,9.475429379718095,5.769069705885327,0.06401045745433998,0.004198921663145369,0.059484831743256326,0.006277798014154591
0.46,1.75,13,3♠ 4♡ 5♢ 7♢,10.751323743415876,9.447405779903884,1.3039179635119922,0.061431778722682316,0.005713880466142899,0.057691027301070924,0.006106546987088117
0.46,1.75,14,2♢ 4♣ 5♣ 6♠,16.596627126686776,8.431682634159491,8.164944492527285,0.06282052496125969,0.0037851380573735104,0.058388056224403906,0.006924840361976491
