u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
3,13,32,1,"(1, 0, 2)",transposition,1
3,13,33,0,"(2, 0, 1)",3-cycle,0
3,13,34,1,"(0, 2, 1)",transposition,1
3,13,37,1,"(2, 1, 0)",transposition,1
3,13,38,0,"(0, 1, 2)",id,0
3,13,41,0,"(0, 1, 2)",id,0
3,13,43,0,"(1, 2, 0)",3-cycle,0
3,13,44,0,"(0, 1, 2)",id,0
3,16,20,0,"(2, 1, 0)",transposition,1
3,16,21,1,"(1, 2, 0)",3-cycle,0
3,16,24,0,"(0, 1, 2)",id,0
3,16,25,1,"(1, 0, 2)",transposition,1
3,16,27,0,"(2, 1, 0)",transposition,1
3,16,32,0,"(0, 1, 2)",id,0
3,16,33,0,"(1, 2, 0)",3-cycle,0
3,16,35,1,"(1, 0, 2)",transposition,1
3,16,37,0,"(0, 1, 2)",id,0
3,16,38,1,"(0, 1, 2)",id,0
3,16,40,0,"(0, 1, 2)",id,0
3,16,41,0,"(2, 0, 1)",3-cycle,0
3,16,43,0,"(0, 1, 2)",id,0
3,17,19,1,"(0, 1, 2)",id,0
3,17,20,1,"(1, 2, 0)",3-cycle,0
3,17,21,0,"(1, 0, 2)",transposition,1
3,17,24,0,"(2, 0, 1)",3-cycle,0
3,17,25,0,"(0, 1, 2)",id,0
3,17,28,0,"(1, 0, 2)",transposition,1
3,17,32,1,"(0, 2, 1)",transposition,1
3,17,33,0,"(0, 1, 2)",id,0
3,17,34,0,"(0, 1, 2)",id,0
3,17,35,0,"(0, 1, 2)",id,0
3,17,37,0,"(2, 0, 1)",3-cycle,0
3,17,38,1,"(1, 2, 0)",3-cycle,0
3,17,43,1,"(1, 2, 0)",3-cycle,0
3,17,44,0,"(2, 1, 0)",transposition,1
3,19,20,0,"(0, 1, 2)",id,0
3,19,21,1,"(1, 0, 2)",transposition,1
3,19,24,1,"(1, 0, 2)",transposition,1
3,19,25,0,"(1, 2, 0)",3-cycle,0
3,19,27,0,"(0, 1, 2)",id,0
3,19,28,0,"(0, 1, 2)",id,0
3,19,29,0,"(1, 2, 0)",3-cycle,0
3,19,32,0,"(2, 1, 0)",transposition,1
3,19,33,1,"(0, 1, 2)",id,0
3,19,34,0,"(0, 2, 1)",transposition,1
3,19,38,0,"(1, 0, 2)",transposition,1
3,19,40,0,"(0, 2, 1)",transposition,1
3,19,41,1,"(2, 1, 0)",transposition,1
3,19,43,1,"(2, 1, 0)",transposition,1
3,20,21,1,"(1, 0, 2)",transposition,1
3,20,24,1,"(1, 0, 2)",transposition,1
3,20,27,0,"(0, 1, 2)",id,0
3,20,28,0,"(0, 1, 2)",id,0
3,20,33,0,"(1, 2, 0)",3-cycle,0
3,20,34,1,"(2, 0, 1)",3-cycle,0
3,20,38,1,"(0, 2, 1)",transposition,1
3,20,40,1,"(1, 2, 0)",3-cycle,0
3,20,41,0,"(0, 1, 2)",id,0
3,20,43,0,"(2, 1, 0)",transposition,1
3,21,24,0,"(0, 2, 1)",transposition,1
3,21,25,1,"(0, 1, 2)",id,0
3,21,28,0,"(1, 0, 2)",transposition,1
3,21,29,0,"(0, 1, 2)",id,0
3,21,33,1,"(2, 0, 1)",3-cycle,0
3,21,35,0,"(1, 0, 2)",transposition,1
3,21,37,0,"(1, 2, 0)",3-cycle,0
3,21,38,0,"(0, 1, 2)",id,0
3,21,40,1,"(1, 0, 2)",transposition,1
3,21,41,0,"(0, 1, 2)",id,0
3,21,44,0,"(0, 1, 2)",id,0
3,24,28,0,"(1, 2, 0)",3-cycle,0
3,24,29,1,"(1, 2, 0)",3-cycle,0
3,24,32,0,"(0, 1, 2)",id,0
3,24,34,1,"(1, 0, 2)",transposition,1
3,24,35,0,"(1, 2, 0)",3-cycle,0
3,24,37,0,"(0, 1, 2)",id,0
3,24,40,0,"(0, 1, 2)",id,0
3,24,41,1,"(2, 0, 1)",3-cycle,0
3,24,43,0,"(0, 1, 2)",id,0
3,24,44,0,"(2, 0, 1)",3-cycle,0
3,25,27,1,"(2, 0, 1)",3-cycle,0
3,25,28,1,"(0, 2, 1)",transposition,1
3,25,29,0,"(1, 2, 0)",3-cycle,0
3,25,32,0,"(2, 1, 0)",transposition,1
3,25,33,0,"(0, 1, 2)",id,0
3,25,34,0,"(0, 1, 2)",id,0
3,25,35,0,"(0, 1, 2)",id,0
3,25,37,1,"(1, 2, 0)",3-cycle,0
3,25,38,0,"(2, 1, 0)",transposition,1
3,25,40,0,"(1, 0, 2)",transposition,1
3,25,41,1,"(0, 2, 1)",transposition,1
3,27,28,0,"(0, 1, 2)",id,0
3,27,29,1,"(0, 1, 2)",id,0
3,27,32,1,"(0, 2, 1)",transposition,1
3,27,33,0,"(0, 2, 1)",transposition,1
3,27,35,1,"(0, 2, 1)",transposition,1
3,27,37,1,"(2, 0, 1)",3-cycle,0
3,27,41,0,"(1, 0, 2)",transposition,1
3,27,43,0,"(0, 1, 2)",id,0
3,27,44,1,"(0, 1, 2)",id,0
3,28,29,1,"(0, 1, 2)",id,0
3,28,32,1,"(1, 2, 0)",3-cycle,0
3,28,33,1,"(0, 1, 2)",id,0
3,28,35,0,"(0, 1, 2)",id,0
3,28,37,0,"(2, 1, 0)",transposition,1
3,28,41,1,"(1, 2, 0)",3-cycle,0
3,28,43,1,"(2, 0, 1)",3-cycle,0
3,28,44,0,"(1, 2, 0)",3-cycle,0
3,29,32,0,"(0, 2, 1)",transposition,1
3,29,34,0,"(2, 0, 1)",3-cycle,0
3,29,35,1,"(0, 2, 1)",transposition,1
3,29,38,0,"(0, 1, 2)",id,0
3,29,40,0,"(1, 2, 0)",3-cycle,0
3,29,41,0,"(0, 1, 2)",id,0
3,29,43,1,"(2, 0, 1)",3-cycle,0
3,29,44,0,"(0, 1, 2)",id,0
3,32,33,1,"(2, 1, 0)",transposition,1
3,32,34,0,"(2, 1, 0)",transposition,1
3,32,37,0,"(0, 1, 2)",id,0
3,32,38,0,"(2, 0, 1)",3-cycle,0
3,32,40,0,"(0, 1, 2)",id,0
3,32,43,0,"(0, 1, 2)",id,0
3,32,44,1,"(0, 1, 2)",id,0
3,33,34,0,"(0, 1, 2)",id,0
3,33,35,0,"(0, 1, 2)",id,0
3,33,37,1,"(2, 1, 0)",transposition,1
3,33,38,1,"(1, 0, 2)",transposition,1
3,33,41,0,"(0, 1, 2)",id,0
3,33,43,0,"(1, 2, 0)",3-cycle,0
3,34,35,0,"(0, 1, 2)",id,0
3,34,38,0,"(0, 1, 2)",id,0
3,34,40,0,"(1, 2, 0)",3-cycle,0
3,34,43,1,"(2, 0, 1)",3-cycle,0
3,34,44,1,"(2, 0, 1)",3-cycle,0
3,35,37,0,"(1, 2, 0)",3-cycle,0
3,35,40,1,"(0, 1, 2)",id,0
3,35,41,1,"(2, 1, 0)",transposition,1
3,35,44,0,"(2, 1, 0)",transposition,1
3,37,38,1,"(0, 1, 2)",id,0
3,37,40,0,"(0, 1, 2)",id,0
3,37,43,0,"(0, 1, 2)",id,0
3,37,44,0,"(0, 2, 1)",transposition,1
3,38,40,0,"(0, 1, 2)",id,0
3,38,41,0,"(0, 1, 2)",id,0
3,38,44,0,"(0, 1, 2)",id,0
3,40,41,1,"(2, 0, 1)",3-cycle,0
3,40,43,0,"(0, 1, 2)",id,0
3,41,43,0,"(0, 1, 2)",id,0
3,41,44,0,"(0, 1, 2)",id,0
3,43,44,1,"(2, 0, 1)",3-cycle,0
4,5,6,0,"(2, 1, 0)",transposition,1
4,5,7,0,"(2, 1, 0)",transposition,1
4,5,8,0,"(0, 1, 2)",id,0
4,5,12,1,"(1, 0, 2)",transposition,1
4,5,14,1,"(0, 1, 2)",id,0
4,5,15,0,"(0, 1, 2)",id,0
4,5,20,1,"(0, 2, 1)",transposition,1
4,5,22,1,"(2, 0, 1)",3-cycle,0
4,5,23,0,"(0, 1, 2)",id,0
4,5,28,1,"(1, 0, 2)",transposition,1
4,5,30,1,"(2, 0, 1)",3-cycle,0
4,5,31,0,"(0, 1, 2)",id,0
4,5,33,1,"(0, 1, 2)",id,0
4,5,34,1,"(1, 0, 2)",transposition,1
4,5,35,1,"(2, 0, 1)",3-cycle,0
4,5,37,0,"(0, 1, 2)",id,0
4,5,40,0,"(0, 1, 2)",id,0
4,5,43,0,"(0, 1, 2)",id,0
4,6,7,0,"(0, 1, 2)",id,0
4,6,8,0,"(0, 1, 2)",id,0
4,6,10,0,"(0, 1, 2)",id,0
4,6,11,1,"(0, 1, 2)",id,0
4,6,14,1,"(0, 1, 2)",id,0
4,6,18,0,"(0, 1, 2)",id,0
4,6,19,1,"(1, 2, 0)",3-cycle,0
4,6,22,1,"(2, 0, 1)",3-cycle,0
4,6,26,0,"(0, 1, 2)",id,0
4,6,27,1,"(0, 1, 2)",id,0
4,6,30,1,"(2, 0, 1)",3-cycle,0
4,6,33,0,"(0, 1, 2)",id,0
4,6,34,0,"(0, 1, 2)",id,0
4,6,35,0,"(0, 1, 2)",id,0
4,6,37,1,"(2, 0, 1)",3-cycle,0
4,6,40,1,"(2, 1, 0)",transposition,1
4,6,43,1,"(0, 1, 2)",id,0
4,7,8,0,"(2, 1, 0)",transposition,1
4,7,11,1,"(2, 1, 0)",transposition,1
4,7,14,0,"(2, 1, 0)",transposition,1
4,7,15,1,"(1, 0, 2)",transposition,1
4,7,19,1,"(0, 2, 1)",transposition,1
4,7,22,0,"(2, 1, 0)",transposition,1
4,7,23,1,"(1, 0, 2)",transposition,1
4,7,27,1,"(2, 1, 0)",transposition,1
4,7,30,0,"(2, 1, 0)",transposition,1
4,7,31,1,"(0, 1, 2)",id,0
4,7,33,1,"(2, 1, 0)",transposition,1
4,7,34,1,"(2, 0, 1)",3-cycle,0
4,7,35,1,"(1, 0, 2)",transposition,1
4,7,38,0,"(2, 1, 0)",transposition,1
4,7,41,0,"(2, 1, 0)",transposition,1
4,7,44,0,"(2, 1, 0)",transposition,1
4,8,10,0,"(0, 1, 2)",id,0
4,8,12,1,"(1, 0, 2)",transposition,1
4,8,15,1,"(2, 0, 1)",3-cycle,0
4,8,18,0,"(0, 1, 2)",id,0
4,8,20,1,"(0, 2, 1)",transposition,1
4,8,23,1,"(2, 0, 1)",3-cycle,0
4,8,26,0,"(0, 1, 2)",id,0
4,8,28,1,"(1, 0, 2)",transposition,1
4,8,31,1,"(2, 1, 0)",transposition,1
4,8,33,0,"(0, 1, 2)",id,0
4,8,34,0,"(0, 1, 2)",id,0
4,8,35,0,"(0, 1, 2)",id,0
4,8,38,1,"(1, 0, 2)",transposition,1
4,8,41,1,"(2, 1, 0)",transposition,1
4,8,44,1,"(2, 0, 1)",3-cycle,0
4,10,11,1,"(0, 1, 2)",id,0
4,10,12,1,"(1, 2, 0)",3-cycle,0
4,10,14,0,"(1, 2, 0)",3-cycle,0
4,10,15,0,"(2, 1, 0)",transposition,1
4,10,18,0,"(0, 1, 2)",id,0
4,10,19,0,"(2, 0, 1)",3-cycle,0
4,10,23,1,"(0, 1, 2)",id,0
4,10,26,0,"(0, 1, 2)",id,0
4,10,28,0,"(2, 1, 0)",transposition,1
4,10,30,1,"(1, 0, 2)",transposition,1
4,10,33,0,"(0, 1, 2)",id,0
4,10,34,0,"(0, 1, 2)",id,0
4,10,35,0,"(0, 1, 2)",id,0
4,10,40,1,"(1, 0, 2)",transposition,1
4,10,41,0,"(2, 0, 1)",3-cycle,0
4,10,43,0,"(2, 1, 0)",transposition,1
4,10,44,1,"(1, 0, 2)",transposition,1
4,11,12,0,"(0, 1, 2)",id,0
4,11,14,1,"(0, 1, 2)",id,0
4,11,15,1,"(1, 0, 2)",transposition,1
4,11,19,0,"(0, 1, 2)",id,0
4,11,20,0,"(0, 1, 2)",id,0
4,11,26,0,"(1, 2, 0)",3-cycle,0
4,11,27,0,"(0, 1, 2)",id,0
4,11,28,0,"(0, 1, 2)",id,0
4,11,30,0,"(1, 2, 0)",3-cycle,0
4,11,31,0,"(2, 1, 0)",transposition,1
4,11,34,0,"(0, 1, 2)",id,0
4,11,35,1,"(2, 1, 0)",transposition,1
4,11,37,1,"(1, 2, 0)",3-cycle,0
4,11,38,0,"(0, 1, 2)",id,0
4,11,40,0,"(2, 1, 0)",transposition,1
4,11,44,1,"(0, 2, 1)",transposition,1
4,12,14,1,"(0, 1, 2)",id,0
4,12,15,1,"(1, 0, 2)",transposition,1
4,12,18,0,"(1, 0, 2)",transposition,1
4,12,19,0,"(0, 1, 2)",id,0
4,12,20,0,"(0, 1, 2)",id,0
4,12,22,0,"(1, 0, 2)",transposition,1
4,12,23,0,"(2, 0, 1)",3-cycle,0
4,12,27,0,"(0, 1, 2)",id,0
4,12,28,0,"(0, 1, 2)",id,0
4,12,34,1,"(1, 0, 2)",transposition,1
4,12,35,0,"(2, 1, 0)",transposition,1
4,12,37,0,"(2, 0, 1)",3-cycle,0
4,12,38,1,"(1, 0, 2)",transposition,1
4,12,40,1,"(0, 1, 2)",id,0
4,12,44,0,"(1, 0, 2)",transposition,1
4,14,15,0,"(0, 2, 1)",transposition,1
4,14,18,1,"(0, 2, 1)",transposition,1
4,14,19,0,"(2, 0, 1)",3-cycle,0
4,14,22,0,"(0, 1, 2)",id,0
4,14,28,0,"(1, 0, 2)",transposition,1
4,14,30,0,"(0, 1, 2)",id,0
4,14,31,1,"(1, 0, 2)",transposition,1
4,14,33,0,"(2, 0, 1)",3-cycle,0
4,14,34,1,"(0, 1, 2)",id,0
4,14,37,1,"(0, 2, 1)",transposition,1
4,14,38,0,"(0, 1, 2)",id,0
4,14,41,0,"(0, 1, 2)",id,0
4,14,43,0,"(0, 2, 1)",transposition,1
4,14,44,0,"(0, 1, 2)",id,0
4,15,19,0,"(2, 1, 0)",transposition,1
4,15,22,1,"(1, 2, 0)",3-cycle,0
4,15,23,0,"(0, 1, 2)",id,0
4,15,26,1,"(1, 0, 2)",transposition,1
4,15,28,0,"(1, 2, 0)",3-cycle,0
4,15,31,0,"(0, 1, 2)",id,0
4,15,33,0,"(2, 0, 1)",3-cycle,0
4,15,35,1,"(1, 0, 2)",transposition,1
4,15,37,0,"(0, 1, 2)",id,0
4,15,38,1,"(2, 0, 1)",3-cycle,0
4,15,40,0,"(0, 1, 2)",id,0
4,15,41,0,"(0, 2, 1)",transposition,1
4,15,43,0,"(0, 1, 2)",id,0
4,18,19,1,"(1, 2, 0)",3-cycle,0
4,18,20,1,"(0, 1, 2)",id,0
4,18,22,0,"(0, 2, 1)",transposition,1
4,18,23,0,"(2, 1, 0)",transposition,1
4,18,26,0,"(0, 1, 2)",id,0
4,18,27,0,"(2, 1, 0)",transposition,1
4,18,31,1,"(0, 2, 1)",transposition,1
4,18,33,0,"(0, 1, 2)",id,0
4,18,34,0,"(0, 1, 2)",id,0
4,18,35,0,"(0, 1, 2)",id,0
4,18,37,0,"(1, 0, 2)",transposition,1
4,18,38,1,"(2, 1, 0)",transposition,1
4,18,43,1,"(1, 0, 2)",transposition,1
4,18,44,0,"(2, 1, 0)",transposition,1
4,19,20,0,"(0, 1, 2)",id,0
4,19,22,1,"(0, 2, 1)",transposition,1
4,19,23,1,"(2, 0, 1)",3-cycle,0
4,19,27,0,"(0, 1, 2)",id,0
4,19,28,0,"(0, 1, 2)",id,0
4,19,33,0,"(0, 1, 2)",id,0
4,19,34,1,"(1, 2, 0)",3-cycle,0
4,19,38,1,"(0, 1, 2)",id,0
4,19,40,1,"(2, 0, 1)",3-cycle,0
4,19,41,0,"(0, 1, 2)",id,0
4,19,43,0,"(2, 1, 0)",transposition,1
4,20,22,1,"(2, 0, 1)",3-cycle,0
4,20,23,1,"(2, 0, 1)",3-cycle,0
4,20,26,0,"(2, 1, 0)",transposition,1
4,20,27,0,"(0, 1, 2)",id,0
4,20,28,0,"(0, 1, 2)",id,0
4,20,30,0,"(1, 0, 2)",transposition,1
4,20,31,0,"(2, 0, 1)",3-cycle,0
4,20,33,1,"(1, 2, 0)",3-cycle,0
4,20,34,0,"(0, 1, 2)",id,0
4,20,38,0,"(1, 0, 2)",transposition,1
4,20,40,0,"(0, 1, 2)",id,0
4,20,41,1,"(2, 1, 0)",transposition,1
4,20,43,1,"(2, 1, 0)",transposition,1
4,22,23,0,"(0, 2, 1)",transposition,1
4,22,26,1,"(1, 2, 0)",3-cycle,0
4,22,27,0,"(2, 0, 1)",3-cycle,0
4,22,30,0,"(0, 1, 2)",id,0
4,22,33,1,"(1, 0, 2)",transposition,1
4,22,35,0,"(1, 0, 2)",transposition,1
4,22,37,0,"(0, 2, 1)",transposition,1
4,22,38,0,"(0, 1, 2)",id,0
4,22,40,1,"(1, 0, 2)",transposition,1
4,22,41,0,"(0, 1, 2)",id,0
4,22,44,0,"(0, 1, 2)",id,0
4,23,27,0,"(2, 1, 0)",transposition,1
4,23,30,1,"(1, 2, 0)",3-cycle,0
4,23,31,0,"(0, 1, 2)",id,0
4,23,34,1,"(0, 2, 1)",transposition,1
4,23,35,0,"(2, 0, 1)",3-cycle,0
4,23,37,0,"(0, 1, 2)",id,0
4,23,40,0,"(0, 1, 2)",id,0
4,23,41,1,"(0, 2, 1)",transposition,1
4,23,43,0,"(0, 1, 2)",id,0
4,23,44,0,"(0, 2, 1)",transposition,1
4,26,27,1,"(0, 2, 1)",transposition,1
4,26,28,1,"(1, 2, 0)",3-cycle,0
4,26,30,0,"(1, 2, 0)",3-cycle,0
4,26,31,0,"(0, 1, 2)",id,0
4,26,33,0,"(0, 1, 2)",id,0
4,26,34,0,"(0, 1, 2)",id,0
4,26,35,0,"(0, 1, 2)",id,0
4,26,37,1,"(1, 2, 0)",3-cycle,0
4,26,38,0,"(2, 1, 0)",transposition,1
4,26,40,0,"(2, 1, 0)",transposition,1
4,26,41,1,"(1, 0, 2)",transposition,1
4,27,28,0,"(0, 1, 2)",id,0
4,27,30,1,"(0, 2, 1)",transposition,1
4,27,31,1,"(2, 1, 0)",transposition,1
4,27,33,1,"(0, 2, 1)",transposition,1
4,27,35,0,"(1, 0, 2)",transposition,1
4,27,37,0,"(2, 1, 0)",transposition,1
4,27,41,1,"(1, 2, 0)",3-cycle,0
4,27,43,1,"(0, 1, 2)",id,0
4,27,44,0,"(1, 2, 0)",3-cycle,0
4,28,30,1,"(0, 2, 1)",transposition,1
4,28,31,1,"(2, 1, 0)",transposition,1
4,28,33,0,"(0, 1, 2)",id,0
4,28,35,1,"(2, 0, 1)",3-cycle,0
4,28,37,1,"(1, 0, 2)",transposition,1
4,28,41,0,"(1, 0, 2)",transposition,1
4,28,43,0,"(2, 0, 1)",3-cycle,0
4,28,44,1,"(0, 1, 2)",id,0
4,30,31,0,"(0, 2, 1)",transposition,1
4,30,34,0,"(0, 2, 1)",transposition,1
4,30,35,1,"(0, 2, 1)",transposition,1
4,30,38,0,"(0, 1, 2)",id,0
4,30,40,0,"(0, 2, 1)",transposition,1
4,30,41,0,"(0, 1, 2)",id,0
4,30,43,1,"(1, 2, 0)",3-cycle,0
4,30,44,0,"(0, 1, 2)",id,0
4,31,33,1,"(2, 0, 1)",3-cycle,0
4,31,34,0,"(1, 2, 0)",3-cycle,0
4,31,37,0,"(0, 1, 2)",id,0
4,31,38,0,"(0, 2, 1)",transposition,1
4,31,40,0,"(0, 1, 2)",id,0
4,31,43,0,"(0, 1, 2)",id,0
4,31,44,1,"(1, 0, 2)",transposition,1
4,33,34,0,"(0, 1, 2)",id,0
4,33,35,0,"(0, 1, 2)",id,0
4,33,37,1,"(2, 0, 1)",3-cycle,0
4,33,38,1,"(1, 0, 2)",transposition,1
4,33,41,0,"(2, 1, 0)",transposition,1
4,33,43,0,"(0, 1, 2)",id,0
4,34,35,0,"(0, 1, 2)",id,0
4,34,38,0,"(0, 1, 2)",id,0
4,34,40,0,"(0, 1, 2)",id,0
4,34,43,1,"(0, 1, 2)",id,0
4,34,44,1,"(0, 1, 2)",id,0
4,35,37,0,"(0, 1, 2)",id,0
4,35,40,1,"(0, 1, 2)",id,0
4,35,41,1,"(2, 1, 0)",transposition,1
4,35,44,0,"(0, 1, 2)",id,0
4,37,38,1,"(1, 0, 2)",transposition,1
4,37,40,0,"(0, 1, 2)",id,0
4,37,43,0,"(0, 1, 2)",id,0
4,37,44,0,"(0, 2, 1)",transposition,1
4,38,40,0,"(0, 1, 2)",id,0
4,38,41,0,"(0, 1, 2)",id,0
4,38,44,0,"(0, 1, 2)",id,0
4,40,41,1,"(2, 0, 1)",3-cycle,0
4,40,43,0,"(0, 1, 2)",id,0
4,41,43,0,"(0, 1, 2)",id,0
4,41,44,0,"(0, 1, 2)",id,0
4,43,44,1,"(2, 0, 1)",3-cycle,0
5,6,7,0,"(0, 1, 2)",id,0
5,6,8,0,"(2, 1, 0)",transposition,1
5,6,13,0,"(2, 1, 0)",transposition,1
5,6,14,0,"(2, 1, 0)",transposition,1
5,6,21,0,"(2, 1, 0)",transposition,1
5,6,22,0,"(2, 1, 0)",transposition,1
5,6,29,0,"(2, 1, 0)",transposition,1
5,6,30,0,"(2, 1, 0)",transposition,1
5,6,33,1,"(0, 1, 2)",id,0
5,6,34,1,"(2, 1, 0)",transposition,1
5,6,35,1,"(1, 2, 0)",3-cycle,0
5,6,36,1,"(0, 1, 2)",id,0
5,6,37,1,"(2, 0, 1)",3-cycle,0
5,6,39,1,"(0, 1, 2)",id,0
5,6,40,1,"(0, 1, 2)",id,0
5,6,42,1,"(1, 2, 0)",3-cycle,0
5,6,43,1,"(1, 0, 2)",transposition,1
5,7,8,0,"(0, 1, 2)",id,0
5,7,9,0,"(0, 1, 2)",id,0
5,7,14,1,"(1, 2, 0)",3-cycle,0
5,7,15,1,"(0, 2, 1)",transposition,1
5,7,17,0,"(0, 1, 2)",id,0
5,7,22,1,"(2, 0, 1)",3-cycle,0
5,7,23,1,"(0, 1, 2)",id,0
5,7,25,0,"(0, 1, 2)",id,0
5,7,30,1,"(1, 2, 0)",3-cycle,0
5,7,31,1,"(1, 0, 2)",transposition,1
5,7,33,0,"(0, 1, 2)",id,0
5,7,34,0,"(0, 1, 2)",id,0
5,7,35,0,"(0, 1, 2)",id,0
5,7,36,1,"(2, 1, 0)",transposition,1
5,7,39,1,"(2, 1, 0)",transposition,1
5,7,42,1,"(0, 2, 1)",transposition,1
5,8,12,0,"(0, 1, 2)",id,0
5,8,13,1,"(0, 2, 1)",transposition,1
5,8,15,1,"(0, 2, 1)",transposition,1
5,8,20,0,"(0, 1, 2)",id,0
5,8,21,1,"(0, 2, 1)",transposition,1
5,8,23,1,"(0, 1, 2)",id,0
5,8,28,0,"(0, 1, 2)",id,0
5,8,29,1,"(2, 0, 1)",3-cycle,0
5,8,31,1,"(1, 0, 2)",transposition,1
5,8,33,1,"(2, 1, 0)",transposition,1
5,8,34,1,"(0, 1, 2)",id,0
5,8,35,1,"(0, 2, 1)",transposition,1
5,8,36,0,"(0, 1, 2)",id,0
5,8,39,0,"(0, 1, 2)",id,0
5,8,42,0,"(0, 1, 2)",id,0
5,9,12,0,"(0, 2, 1)",transposition,1
5,9,13,1,"(2, 1, 0)",transposition,1
5,9,14,1,"(2, 0, 1)",3-cycle,0
5,9,15,0,"(2, 1, 0)",transposition,1
5,9,17,0,"(0, 1, 2)",id,0
5,9,20,1,"(0, 2, 1)",transposition,1
5,9,22,0,"(2, 1, 0)",transposition,1
5,9,25,0,"(0, 1, 2)",id,0
5,9,29,0,"(0, 2, 1)",transposition,1
5,9,31,1,"(2, 1, 0)",transposition,1
5,9,33,0,"(0, 1, 2)",id,0
5,9,34,0,"(0, 1, 2)",id,0
5,9,35,0,"(0, 1, 2)",id,0
5,9,39,1,"(0, 2, 1)",transposition,1
5,9,40,0,"(2, 1, 0)",transposition,1
5,9,42,0,"(2, 1, 0)",transposition,1
5,9,43,1,"(1, 2, 0)",3-cycle,0
5,12,13,1,"(2, 0, 1)",3-cycle,0
5,12,14,1,"(2, 1, 0)",transposition,1
5,12,15,0,"(2, 0, 1)",3-cycle,0
5,12,20,0,"(0, 1, 2)",id,0
5,12,22,0,"(1, 2, 0)",3-cycle,0
5,12,23,1,"(2, 1, 0)",transposition,1
5,12,25,1,"(2, 1, 0)",transposition,1
5,12,28,0,"(0, 1, 2)",id,0
5,12,29,0,"(1, 0, 2)",transposition,1
5,12,34,1,"(1, 2, 0)",3-cycle,0
5,12,35,0,"(1, 0, 2)",transposition,1
5,12,36,0,"(0, 1, 2)",id,0
5,12,37,1,"(2, 0, 1)",3-cycle,0
5,12,39,0,"(0, 1, 2)",id,0
5,12,40,0,"(2, 0, 1)",3-cycle,0
5,12,42,0,"(0, 1, 2)",id,0
5,13,14,0,"(0, 1, 2)",id,0
5,13,15,1,"(0, 2, 1)",transposition,1
5,13,17,0,"(1, 2, 0)",3-cycle,0
5,13,20,0,"(1, 0, 2)",transposition,1
5,13,21,0,"(0, 1, 2)",id,0
5,13,22,0,"(0, 1, 2)",id,0
5,13,23,0,"(2, 0, 1)",3-cycle,0
5,13,29,0,"(0, 1, 2)",id,0
5,13,30,0,"(0, 1, 2)",id,0
5,13,33,1,"(1, 2, 0)",3-cycle,0
5,13,34,0,"(2, 0, 1)",3-cycle,0
5,13,36,0,"(0, 1, 2)",id,0
5,13,37,1,"(1, 2, 0)",3-cycle,0
5,13,39,1,"(1, 2, 0)",3-cycle,0
5,13,43,0,"(0, 2, 1)",transposition,1
5,14,15,1,"(0, 2, 1)",transposition,1
5,14,21,0,"(0, 1, 2)",id,0
5,14,22,0,"(0, 1, 2)",id,0
5,14,25,0,"(2, 1, 0)",transposition,1
5,14,28,0,"(2, 0, 1)",3-cycle,0
5,14,29,0,"(0, 1, 2)",id,0
5,14,30,0,"(0, 1, 2)",id,0
5,14,31,0,"(1, 2, 0)",3-cycle,0
5,14,33,0,"(2, 1, 0)",transposition,1
5,14,34,1,"(1, 2, 0)",3-cycle,0
5,14,36,1,"(2, 0, 1)",3-cycle,0
5,14,37,0,"(0, 1, 2)",id,0
5,14,39,0,"(1, 0, 2)",transposition,1
5,14,43,1,"(2, 1, 0)",transposition,1
5,15,17,1,"(1, 0, 2)",transposition,1
5,15,22,0,"(2, 0, 1)",3-cycle,0
5,15,23,0,"(0, 1, 2)",id,0
5,15,28,1,"(0, 1, 2)",id,0
5,15,29,0,"(0, 2, 1)",transposition,1
5,15,31,0,"(0, 1, 2)",id,0
5,15,33,1,"(0, 2, 1)",transposition,1
5,15,35,0,"(2, 1, 0)",transposition,1
5,15,36,1,"(1, 0, 2)",transposition,1
5,15,37,0,"(0, 1, 2)",id,0
5,15,40,0,"(0, 1, 2)",id,0
5,15,42,0,"(2, 1, 0)",transposition,1
5,15,43,0,"(0, 1, 2)",id,0
5,17,20,0,"(0, 2, 1)",transposition,1
5,17,21,1,"(2, 0, 1)",3-cycle,0
5,17,22,1,"(0, 1, 2)",id,0
5,17,23,0,"(2, 1, 0)",transposition,1
5,17,25,0,"(0, 1, 2)",id,0
5,17,28,1,"(0, 2, 1)",transposition,1
5,17,30,0,"(0, 1, 2)",id,0
5,17,33,0,"(0, 1, 2)",id,0
5,17,34,0,"(0, 1, 2)",id,0
5,17,35,0,"(0, 1, 2)",id,0
5,17,36,0,"(2, 0, 1)",3-cycle,0
5,17,37,1,"(2, 1, 0)",transposition,1
5,17,42,1,"(1, 0, 2)",transposition,1
5,17,43,0,"(1, 2, 0)",3-cycle,0
5,20,21,1,"(2, 0, 1)",3-cycle,0
5,20,22,1,"(0, 2, 1)",transposition,1
5,20,23,0,"(2, 0, 1)",3-cycle,0
5,20,28,0,"(0, 1, 2)",id,0
5,20,30,0,"(1, 2, 0)",3-cycle,0
5,20,31,1,"(2, 0, 1)",3-cycle,0
5,20,33,1,"(1, 2, 0)",3-cycle,0
5,20,34,0,"(1, 0, 2)",transposition,1
5,20,36,0,"(0, 1, 2)",id,0
5,20,39,0,"(0, 1, 2)",id,0
