u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
13,23,43,0,"(1, 0, 2)",transposition,1
13,23,44,0,"(1, 0, 2)",transposition,1
13,26,27,0,"(0, 2, 1)",transposition,1
13,26,29,1,"(0, 2, 1)",transposition,1
13,26,30,1,"(0, 2, 1)",transposition,1
13,26,32,0,"(1, 2, 0)",3-cycle,0
13,26,33,0,"(2, 0, 1)",3-cycle,0
13,26,34,1,"(2, 0, 1)",3-cycle,0
13,26,36,0,"(1, 0, 2)",transposition,1
13,26,37,0,"(2, 0, 1)",3-cycle,0
13,26,38,0,"(0, 1, 2)",id,0
13,26,39,0,"(1, 0, 2)",transposition,1
13,26,41,1,"(0, 2, 1)",transposition,1
13,27,29,1,"(2, 1, 0)",transposition,1
13,27,30,1,"(0, 1, 2)",id,0
13,27,32,0,"(0, 1, 2)",id,0
13,27,33,0,"(1, 0, 2)",transposition,1
13,27,36,1,"(0, 1, 2)",id,0
13,27,37,0,"(2, 1, 0)",transposition,1
13,27,39,0,"(0, 1, 2)",id,0
13,27,41,0,"(0, 1, 2)",id,0
13,27,43,0,"(0, 1, 2)",id,0
13,27,44,1,"(2, 1, 0)",transposition,1
13,29,30,0,"(0, 1, 2)",id,0
13,29,32,1,"(0, 2, 1)",transposition,1
13,29,34,1,"(1, 0, 2)",transposition,1
13,29,36,1,"(0, 1, 2)",id,0
13,29,38,0,"(0, 1, 2)",id,0
13,29,41,0,"(0, 1, 2)",id,0
13,29,43,1,"(2, 0, 1)",3-cycle,0
13,29,44,0,"(2, 1, 0)",transposition,1
13,30,32,1,"(0, 2, 1)",transposition,1
13,30,34,0,"(0, 2, 1)",transposition,1
13,30,36,0,"(1, 0, 2)",transposition,1
13,30,38,1,"(0, 1, 2)",id,0
13,30,41,1,"(0, 1, 2)",id,0
13,30,43,0,"(0, 1, 2)",id,0
13,30,44,1,"(2, 1, 0)",transposition,1
13,32,33,0,"(2, 1, 0)",transposition,1
13,32,34,0,"(0, 1, 2)",id,0
13,32,37,0,"(0, 1, 2)",id,0
13,32,38,1,"(2, 1, 0)",transposition,1
13,32,39,0,"(0, 1, 2)",id,0
13,32,43,1,"(2, 1, 0)",transposition,1
13,32,44,0,"(1, 0, 2)",transposition,1
13,33,34,1,"(0, 1, 2)",id,0
13,33,37,0,"(2, 0, 1)",3-cycle,0
13,33,38,1,"(1, 0, 2)",transposition,1
13,33,39,0,"(2, 1, 0)",transposition,1
13,33,41,0,"(1, 2, 0)",3-cycle,0
13,33,43,0,"(2, 0, 1)",3-cycle,0
13,34,36,0,"(1, 2, 0)",3-cycle,0
13,34,38,1,"(2, 0, 1)",3-cycle,0
13,34,39,0,"(0, 1, 2)",id,0
13,34,43,0,"(2, 1, 0)",transposition,1
13,34,44,0,"(2, 0, 1)",3-cycle,0
13,36,37,0,"(1, 2, 0)",3-cycle,0
13,36,38,0,"(0, 1, 2)",id,0
13,36,39,1,"(1, 2, 0)",3-cycle,0
13,36,41,1,"(1, 0, 2)",transposition,1
13,36,43,0,"(1, 2, 0)",3-cycle,0
13,37,38,0,"(1, 0, 2)",transposition,1
13,37,39,0,"(1, 0, 2)",transposition,1
13,37,43,1,"(2, 1, 0)",transposition,1
13,37,44,1,"(0, 1, 2)",id,0
13,38,41,0,"(0, 1, 2)",id,0
13,38,44,0,"(0, 1, 2)",id,0
13,39,41,1,"(1, 0, 2)",transposition,1
13,39,44,0,"(1, 0, 2)",transposition,1
13,41,43,0,"(0, 2, 1)",transposition,1
13,41,44,0,"(0, 1, 2)",id,0
13,43,44,1,"(0, 2, 1)",transposition,1
14,15,16,0,"(0, 1, 2)",id,0
14,15,19,0,"(0, 2, 1)",transposition,1
14,15,22,1,"(2, 0, 1)",3-cycle,0
14,15,24,1,"(1, 2, 0)",3-cycle,0
14,15,28,0,"(0, 2, 1)",transposition,1
14,15,29,1,"(2, 0, 1)",3-cycle,0
14,15,31,1,"(2, 0, 1)",3-cycle,0
14,15,33,0,"(2, 1, 0)",transposition,1
14,15,36,1,"(2, 0, 1)",3-cycle,0
14,15,37,1,"(0, 1, 2)",id,0
14,15,38,1,"(0, 1, 2)",id,0
14,15,41,0,"(0, 2, 1)",transposition,1
14,15,43,0,"(0, 1, 2)",id,0
14,16,18,0,"(0, 1, 2)",id,0
14,16,21,1,"(0, 2, 1)",transposition,1
14,16,24,1,"(1, 2, 0)",3-cycle,0
14,16,25,0,"(0, 2, 1)",transposition,1
14,16,30,1,"(0, 2, 1)",transposition,1
14,16,31,1,"(2, 0, 1)",3-cycle,0
14,16,33,1,"(1, 2, 0)",3-cycle,0
14,16,36,0,"(2, 1, 0)",transposition,1
14,16,37,0,"(1, 0, 2)",transposition,1
14,16,38,0,"(0, 1, 2)",id,0
14,16,41,1,"(0, 2, 1)",transposition,1
14,16,43,1,"(0, 2, 1)",transposition,1
14,18,19,0,"(0, 2, 1)",transposition,1
14,18,21,1,"(0, 2, 1)",transposition,1
14,18,22,1,"(1, 2, 0)",3-cycle,0
14,18,24,0,"(1, 2, 0)",3-cycle,0
14,18,25,0,"(0, 2, 1)",transposition,1
14,18,29,0,"(1, 0, 2)",transposition,1
14,18,31,1,"(0, 2, 1)",transposition,1
14,18,33,1,"(0, 2, 1)",transposition,1
14,18,34,0,"(1, 0, 2)",transposition,1
14,18,36,0,"(0, 2, 1)",transposition,1
14,18,37,0,"(2, 0, 1)",3-cycle,0
14,18,38,0,"(1, 0, 2)",transposition,1
14,18,43,0,"(1, 0, 2)",transposition,1
14,18,44,1,"(0, 1, 2)",id,0
14,19,21,1,"(2, 1, 0)",transposition,1
14,19,22,1,"(2, 1, 0)",transposition,1
14,19,24,0,"(1, 0, 2)",transposition,1
14,19,25,1,"(2, 0, 1)",3-cycle,0
14,19,28,0,"(0, 1, 2)",id,0
14,19,29,0,"(2, 1, 0)",transposition,1
14,19,33,0,"(0, 1, 2)",id,0
14,19,34,0,"(2, 0, 1)",3-cycle,0
14,19,36,0,"(1, 0, 2)",transposition,1
14,19,38,1,"(2, 1, 0)",transposition,1
14,19,39,1,"(2, 1, 0)",transposition,1
14,19,41,0,"(0, 1, 2)",id,0
14,19,43,0,"(0, 1, 2)",id,0
14,21,22,0,"(0, 1, 2)",id,0
14,21,24,1,"(1, 0, 2)",transposition,1
14,21,25,0,"(2, 0, 1)",3-cycle,0
14,21,28,0,"(2, 1, 0)",transposition,1
14,21,29,0,"(0, 1, 2)",id,0
14,21,30,0,"(0, 1, 2)",id,0
14,21,31,0,"(1, 2, 0)",3-cycle,0
14,21,33,0,"(2, 1, 0)",transposition,1
14,21,37,0,"(0, 2, 1)",transposition,1
14,21,38,1,"(0, 1, 2)",id,0
14,21,39,0,"(1, 0, 2)",transposition,1
14,21,41,1,"(2, 1, 0)",transposition,1
14,21,44,1,"(0, 1, 2)",id,0
14,22,24,1,"(1, 0, 2)",transposition,1
14,22,29,0,"(0, 1, 2)",id,0
14,22,30,0,"(0, 1, 2)",id,0
14,22,33,1,"(1, 2, 0)",3-cycle,0
14,22,37,1,"(1, 2, 0)",3-cycle,0
14,22,38,0,"(0, 1, 2)",id,0
14,22,39,1,"(1, 0, 2)",transposition,1
14,22,41,0,"(2, 1, 0)",transposition,1
14,22,44,0,"(0, 1, 2)",id,0
14,24,28,1,"(1, 2, 0)",3-cycle,0
14,24,29,0,"(1, 2, 0)",3-cycle,0
14,24,31,0,"(1, 0, 2)",transposition,1
14,24,34,0,"(2, 0, 1)",3-cycle,0
14,24,36,0,"(0, 1, 2)",id,0
14,24,37,1,"(2, 0, 1)",3-cycle,0
14,24,39,0,"(1, 0, 2)",transposition,1
14,24,41,1,"(1, 2, 0)",3-cycle,0
14,24,43,0,"(1, 2, 0)",3-cycle,0
14,24,44,0,"(1, 0, 2)",transposition,1
14,25,28,0,"(2, 0, 1)",3-cycle,0
14,25,29,1,"(0, 2, 1)",transposition,1
14,25,30,1,"(0, 2, 1)",transposition,1
14,25,31,0,"(2, 0, 1)",3-cycle,0
14,25,33,0,"(0, 1, 2)",id,0
14,25,34,1,"(2, 0, 1)",3-cycle,0
14,25,36,0,"(2, 0, 1)",3-cycle,0
14,25,37,0,"(1, 2, 0)",3-cycle,0
14,25,38,0,"(0, 1, 2)",id,0
14,25,39,0,"(2, 1, 0)",transposition,1
14,25,41,1,"(1, 0, 2)",transposition,1
14,28,29,1,"(2, 1, 0)",transposition,1
14,28,30,1,"(0, 1, 2)",id,0
14,28,31,0,"(0, 1, 2)",id,0
14,28,33,0,"(2, 1, 0)",transposition,1
14,28,36,1,"(0, 1, 2)",id,0
14,28,37,0,"(1, 2, 0)",3-cycle,0
14,28,39,0,"(2, 1, 0)",transposition,1
14,28,41,0,"(0, 1, 2)",id,0
14,28,43,0,"(0, 1, 2)",id,0
14,28,44,1,"(2, 1, 0)",transposition,1
14,29,30,0,"(0, 1, 2)",id,0
14,29,31,1,"(2, 0, 1)",3-cycle,0
14,29,34,0,"(2, 0, 1)",3-cycle,0
14,29,36,0,"(2, 0, 1)",3-cycle,0
14,29,38,1,"(0, 1, 2)",id,0
14,29,41,1,"(0, 1, 2)",id,0
14,29,43,0,"(0, 2, 1)",transposition,1
14,29,44,1,"(2, 1, 0)",transposition,1
14,30,31,1,"(2, 0, 1)",3-cycle,0
14,30,34,1,"(2, 0, 1)",3-cycle,0
14,30,36,1,"(2, 1, 0)",transposition,1
14,30,38,0,"(0, 1, 2)",id,0
14,30,41,0,"(0, 1, 2)",id,0
14,30,43,1,"(0, 1, 2)",id,0
14,30,44,0,"(2, 1, 0)",transposition,1
14,31,33,0,"(2, 1, 0)",transposition,1
14,31,34,0,"(1, 2, 0)",3-cycle,0
14,31,37,0,"(1, 2, 0)",3-cycle,0
14,31,38,1,"(2, 1, 0)",transposition,1
14,31,39,0,"(0, 1, 2)",id,0
14,31,43,1,"(2, 1, 0)",transposition,1
14,31,44,0,"(1, 0, 2)",transposition,1
14,33,34,1,"(2, 0, 1)",3-cycle,0
14,33,37,0,"(1, 0, 2)",transposition,1
14,33,38,1,"(0, 1, 2)",id,0
14,33,39,0,"(2, 0, 1)",3-cycle,0
14,33,41,0,"(2, 1, 0)",transposition,1
14,33,43,0,"(0, 1, 2)",id,0
14,34,36,0,"(2, 1, 0)",transposition,1
14,34,38,1,"(1, 2, 0)",3-cycle,0
14,34,39,0,"(0, 2, 1)",transposition,1
14,34,43,0,"(2, 1, 0)",transposition,1
14,34,44,0,"(2, 0, 1)",3-cycle,0
14,36,37,0,"(2, 0, 1)",3-cycle,0
14,36,38,0,"(0, 2, 1)",transposition,1
14,36,39,1,"(1, 2, 0)",3-cycle,0
14,36,41,1,"(1, 2, 0)",3-cycle,0
14,36,43,0,"(0, 1, 2)",id,0
14,37,38,0,"(0, 1, 2)",id,0
14,37,39,0,"(2, 0, 1)",3-cycle,0
14,37,43,1,"(0, 2, 1)",transposition,1
14,37,44,1,"(0, 2, 1)",transposition,1
14,38,41,0,"(0, 1, 2)",id,0
14,38,44,0,"(0, 1, 2)",id,0
14,39,41,1,"(1, 0, 2)",transposition,1
14,39,44,0,"(1, 0, 2)",transposition,1
14,41,43,0,"(0, 2, 1)",transposition,1
14,41,44,0,"(0, 1, 2)",id,0
14,43,44,1,"(0, 2, 1)",transposition,1
15,16,23,0,"(0, 1, 2)",id,0
15,16,24,0,"(0, 1, 2)",id,0
15,16,31,0,"(0, 1, 2)",id,0
15,16,32,0,"(0, 1, 2)",id,0
15,16,33,1,"(1, 2, 0)",3-cycle,0
15,16,35,1,"(1, 0, 2)",transposition,1
15,16,36,1,"(0, 1, 2)",id,0
15,16,37,1,"(1, 0, 2)",transposition,1
15,16,38,1,"(2, 1, 0)",transposition,1
15,16,40,1,"(0, 1, 2)",id,0
15,16,41,1,"(0, 1, 2)",id,0
15,16,42,1,"(0, 1, 2)",id,0
15,16,43,1,"(0, 1, 2)",id,0
15,17,19,0,"(0, 1, 2)",id,0
15,17,22,0,"(0, 1, 2)",id,0
15,17,23,1,"(1, 0, 2)",transposition,1
15,17,24,1,"(0, 1, 2)",id,0
15,17,26,0,"(1, 0, 2)",transposition,1
15,17,28,1,"(2, 1, 0)",transposition,1
15,17,32,0,"(1, 0, 2)",transposition,1
15,17,33,0,"(1, 2, 0)",3-cycle,0
15,17,35,1,"(1, 0, 2)",transposition,1
15,17,36,0,"(2, 0, 1)",3-cycle,0
15,17,37,0,"(1, 0, 2)",transposition,1
15,17,38,0,"(0, 1, 2)",id,0
15,17,42,0,"(2, 1, 0)",transposition,1
15,17,43,1,"(2, 0, 1)",3-cycle,0
15,19,22,0,"(0, 1, 2)",id,0
15,19,23,1,"(1, 0, 2)",transposition,1
15,19,24,1,"(1, 0, 2)",transposition,1
15,19,28,0,"(0, 1, 2)",id,0
15,19,29,1,"(1, 0, 2)",transposition,1
15,19,32,0,"(1, 0, 2)",transposition,1
15,19,33,0,"(2, 0, 1)",3-cycle,0
15,19,36,1,"(1, 0, 2)",transposition,1
15,19,38,0,"(2, 0, 1)",3-cycle,0
15,19,40,1,"(2, 0, 1)",3-cycle,0
15,19,41,0,"(0, 1, 2)",id,0
15,19,42,0,"(0, 1, 2)",id,0
15,19,43,0,"(0, 2, 1)",transposition,1
15,22,23,1,"(1, 0, 2)",transposition,1
15,22,24,1,"(0, 1, 2)",id,0
15,22,26,1,"(1, 0, 2)",transposition,1
15,22,29,0,"(0, 1, 2)",id,0
15,22,32,0,"(1, 2, 0)",3-cycle,0
15,22,33,0,"(2, 1, 0)",transposition,1
15,22,35,0,"(2, 1, 0)",transposition,1
15,22,37,1,"(1, 0, 2)",transposition,1
15,22,38,0,"(2, 0, 1)",3-cycle,0
15,22,40,0,"(0, 1, 2)",id,0
15,22,41,1,"(1, 0, 2)",transposition,1
15,22,42,0,"(0, 1, 2)",id,0
15,23,24,0,"(0, 1, 2)",id,0
15,23,31,0,"(0, 1, 2)",id,0
15,23,32,0,"(0, 1, 2)",id,0
15,23,35,1,"(0, 2, 1)",transposition,1
15,23,36,1,"(1, 0, 2)",transposition,1
15,23,37,0,"(1, 0, 2)",transposition,1
15,23,40,0,"(1, 0, 2)",transposition,1
15,23,41,1,"(1, 0, 2)",transposition,1
15,23,43,0,"(0, 2, 1)",transposition,1
15,24,26,0,"(1, 0, 2)",transposition,1
15,24,28,0,"(1, 0, 2)",transposition,1
15,24,29,0,"(1, 0, 2)",transposition,1
15,24,31,0,"(0, 1, 2)",id,0
15,24,32,0,"(0, 1, 2)",id,0
15,24,35,0,"(0, 1, 2)",id,0
15,24,36,0,"(1, 0, 2)",transposition,1
15,24,37,1,"(0, 1, 2)",id,0
15,24,40,1,"(1, 0, 2)",transposition,1
15,24,41,0,"(1, 0, 2)",transposition,1
15,24,43,1,"(0, 1, 2)",id,0
15,26,28,0,"(0, 1, 2)",id,0
15,26,29,0,"(0, 1, 2)",id,0
15,26,31,1,"(1, 2, 0)",3-cycle,0
15,26,32,1,"(1, 2, 0)",3-cycle,0
15,26,33,1,"(2, 0, 1)",3-cycle,0
15,26,35,0,"(1, 2, 0)",3-cycle,0
15,26,36,0,"(2, 0, 1)",3-cycle,0
15,26,37,0,"(1, 0, 2)",transposition,1
15,26,38,0,"(1, 0, 2)",transposition,1
15,26,40,1,"(1, 0, 2)",transposition,1
15,26,41,0,"(1, 0, 2)",transposition,1
15,28,29,0,"(0, 1, 2)",id,0
15,28,31,1,"(1, 0, 2)",transposition,1
15,28,32,1,"(0, 1, 2)",id,0
15,28,33,0,"(0, 2, 1)",transposition,1
15,28,35,0,"(2, 0, 1)",3-cycle,0
15,28,36,0,"(1, 0, 2)",transposition,1
15,28,37,1,"(1, 0, 2)",transposition,1
15,28,41,0,"(0, 1, 2)",id,0
15,28,42,1,"(0, 1, 2)",id,0
15,28,43,0,"(0, 2, 1)",transposition,1
15,29,31,1,"(0, 2, 1)",transposition,1
15,29,32,1,"(1, 0, 2)",transposition,1
15,29,35,0,"(2, 1, 0)",transposition,1
15,29,36,0,"(0, 1, 2)",id,0
15,29,38,1,"(0, 2, 1)",transposition,1
15,29,40,0,"(0, 1, 2)",id,0
15,29,41,0,"(1, 0, 2)",transposition,1
15,29,42,0,"(0, 1, 2)",id,0
15,29,43,1,"(1, 2, 0)",3-cycle,0
15,31,32,0,"(0, 1, 2)",id,0
15,31,33,1,"(0, 1, 2)",id,0
15,31,37,0,"(1, 0, 2)",transposition,1
15,31,38,1,"(2, 0, 1)",3-cycle,0
15,31,40,0,"(0, 1, 2)",id,0
15,31,42,1,"(2, 1, 0)",transposition,1
15,31,43,0,"(0, 2, 1)",transposition,1
15,32,33,0,"(0, 1, 2)",id,0
15,32,37,1,"(0, 1, 2)",id,0
15,32,38,0,"(0, 2, 1)",transposition,1
15,32,40,1,"(0, 2, 1)",transposition,1
15,32,42,0,"(2, 1, 0)",transposition,1
15,32,43,1,"(0, 1, 2)",id,0
15,33,35,1,"(2, 1, 0)",transposition,1
15,33,37,1,"(2, 0, 1)",3-cycle,0
15,33,38,0,"(2, 1, 0)",transposition,1
15,33,41,0,"(0, 2, 1)",transposition,1
15,33,42,0,"(1, 0, 2)",transposition,1
15,33,43,0,"(2, 1, 0)",transposition,1
15,35,36,0,"(2, 0, 1)",3-cycle,0
15,35,37,1,"(0, 1, 2)",id,0
15,35,40,0,"(2, 1, 0)",transposition,1
15,35,41,0,"(0, 2, 1)",transposition,1
15,35,42,0,"(2, 1, 0)",transposition,1
15,36,37,0,"(0, 1, 2)",id,0
15,36,38,0,"(1, 2, 0)",3-cycle,0
15,36,41,0,"(0, 1, 2)",id,0
15,36,42,1,"(1, 0, 2)",transposition,1
15,36,43,1,"(1, 0, 2)",transposition,1
15,37,38,0,"(2, 1, 0)",transposition,1
15,37,40,0,"(1, 0, 2)",transposition,1
15,37,43,0,"(2, 0, 1)",3-cycle,0
15,38,40,1,"(0, 1, 2)",id,0
15,38,41,1,"(0, 2, 1)",transposition,1
15,38,42,0,"(2, 1, 0)",transposition,1
15,40,41,1,"(0, 1, 2)",id,0
15,40,42,0,"(0, 1, 2)",id,0
15,40,43,0,"(0, 2, 1)",transposition,1
15,41,43,0,"(0, 1, 2)",id,0
15,42,43,1,"(2, 1, 0)",transposition,1
16,18,20,0,"(0, 2, 1)",transposition,1
16,18,21,0,"(0, 1, 2)",id,0
16,18,23,1,"(0, 1, 2)",id,0
16,18,24,1,"(1, 0, 2)",transposition,1
16,18,25,0,"(0, 1, 2)",id,0
16,18,27,1,"(2, 1, 0)",transposition,1
16,18,31,0,"(1, 0, 2)",transposition,1
16,18,33,0,"(2, 1, 0)",transposition,1
16,18,35,1,"(0, 1, 2)",id,0
16,18,36,0,"(2, 0, 1)",3-cycle,0
16,18,37,0,"(2, 1, 0)",transposition,1
16,18,38,0,"(1, 0, 2)",transposition,1
16,18,42,0,"(1, 2, 0)",3-cycle,0
16,18,43,1,"(2, 0, 1)",3-cycle,0
16,20,21,0,"(0, 2, 1)",transposition,1
16,20,23,1,"(0, 2, 1)",transposition,1
16,20,24,1,"(0, 2, 1)",transposition,1
16,20,27,0,"(1, 2, 0)",3-cycle,0
16,20,30,1,"(0, 2, 1)",transposition,1
16,20,31,0,"(1, 2, 0)",3-cycle,0
16,20,33,0,"(0, 1, 2)",id,0
16,20,36,1,"(1, 2, 0)",3-cycle,0
16,20,38,0,"(2, 1, 0)",transposition,1
16,20,40,1,"(1, 2, 0)",3-cycle,0
16,20,41,0,"(0, 2, 1)",transposition,1
16,20,42,0,"(1, 2, 0)",3-cycle,0
16,20,43,0,"(0, 2, 1)",transposition,1
16,21,23,1,"(1, 0, 2)",transposition,1
16,21,24,1,"(0, 1, 2)",id,0
16,21,25,1,"(1, 2, 0)",3-cycle,0
16,21,30,0,"(0, 1, 2)",id,0
16,21,31,0,"(1, 2, 0)",3-cycle,0
16,21,33,0,"(2, 1, 0)",transposition,1
16,21,35,0,"(0, 1, 2)",id,0
16,21,37,1,"(1, 0, 2)",transposition,1
16,21,38,0,"(0, 2, 1)",transposition,1
16,21,40,0,"(0, 1, 2)",id,0
16,21,41,1,"(1, 0, 2)",transposition,1
16,21,42,0,"(0, 1, 2)",id,0
16,23,24,0,"(0, 1, 2)",id,0
16,23,25,0,"(1, 2, 0)",3-cycle,0
16,23,27,0,"(1, 0, 2)",transposition,1
16,23,30,0,"(1, 0, 2)",transposition,1
16,23,31,0,"(0, 1, 2)",id,0
16,23,32,0,"(0, 1, 2)",id,0
16,23,35,0,"(1, 2, 0)",3-cycle,0
16,23,36,0,"(1, 0, 2)",transposition,1
16,23,37,1,"(0, 1, 2)",id,0
16,23,40,1,"(1, 0, 2)",transposition,1
16,23,41,0,"(1, 0, 2)",transposition,1
16,23,43,1,"(0, 1, 2)",id,0
16,24,31,0,"(0, 1, 2)",id,0
16,24,32,0,"(0, 1, 2)",id,0
16,24,35,1,"(2, 1, 0)",transposition,1
16,24,36,1,"(0, 1, 2)",id,0
16,24,37,0,"(1, 0, 2)",transposition,1
16,24,40,0,"(1, 0, 2)",transposition,1
16,24,41,1,"(0, 1, 2)",id,0
16,24,43,0,"(0, 1, 2)",id,0
16,25,27,0,"(2, 0, 1)",3-cycle,0
16,25,30,0,"(0, 2, 1)",transposition,1
16,25,31,1,"(0, 2, 1)",transposition,1
16,25,32,1,"(0, 2, 1)",transposition,1
16,25,33,1,"(1, 2, 0)",3-cycle,0
16,25,35,0,"(1, 2, 0)",3-cycle,0
16,25,36,0,"(0, 1, 2)",id,0
16,25,37,0,"(0, 1, 2)",id,0
16,25,38,0,"(0, 2, 1)",transposition,1
16,25,40,1,"(2, 1, 0)",transposition,1
16,25,41,0,"(2, 1, 0)",transposition,1
16,27,30,0,"(0, 1, 2)",id,0
16,27,31,1,"(0, 1, 2)",id,0
16,27,32,1,"(0, 1, 2)",id,0
16,27,33,0,"(0, 2, 1)",transposition,1
16,27,35,0,"(2, 1, 0)",transposition,1
16,27,36,0,"(0, 1, 2)",id,0
16,27,37,1,"(1, 0, 2)",transposition,1
16,27,41,0,"(0, 1, 2)",id,0
16,27,42,1,"(0, 1, 2)",id,0
16,27,43,0,"(0, 1, 2)",id,0
16,30,31,1,"(0, 1, 2)",id,0
16,30,32,1,"(0, 1, 2)",id,0
16,30,35,0,"(0, 1, 2)",id,0
16,30,36,0,"(0, 1, 2)",id,0
16,30,38,1,"(2, 1, 0)",transposition,1
16,30,40,0,"(0, 1, 2)",id,0
16,30,41,0,"(0, 1, 2)",id,0
16,30,42,0,"(0, 1, 2)",id,0
16,30,43,1,"(1, 0, 2)",transposition,1
16,31,32,0,"(0, 1, 2)",id,0
16,31,33,0,"(2, 0, 1)",3-cycle,0
16,31,37,1,"(0, 1, 2)",id,0
16,31,38,0,"(0, 2, 1)",transposition,1
16,31,40,1,"(0, 1, 2)",id,0
16,31,42,0,"(2, 1, 0)",transposition,1
16,31,43,1,"(0, 1, 2)",id,0
16,32,33,1,"(2, 0, 1)",3-cycle,0
16,32,37,0,"(1, 0, 2)",transposition,1
16,32,38,1,"(2, 1, 0)",transposition,1
16,32,40,0,"(0, 2, 1)",transposition,1
16,32,42,1,"(2, 0, 1)",3-cycle,0
16,32,43,0,"(0, 1, 2)",id,0
16,33,35,1,"(2, 1, 0)",transposition,1
16,33,37,1,"(0, 1, 2)",id,0
16,33,38,0,"(0, 1, 2)",id,0
16,33,41,0,"(1, 2, 0)",3-cycle,0
16,33,42,0,"(0, 2, 1)",transposition,1
16,33,43,0,"(0, 1, 2)",id,0
16,35,36,0,"(1, 0, 2)",transposition,1
16,35,37,1,"(2, 0, 1)",3-cycle,0
16,35,40,0,"(0, 1, 2)",id,0
16,35,41,0,"(2, 1, 0)",transposition,1
16,35,42,0,"(0, 1, 2)",id,0
16,36,37,0,"(0, 1, 2)",id,0
16,36,38,0,"(1, 2, 0)",3-cycle,0
16,36,41,0,"(0, 1, 2)",id,0
16,36,42,1,"(0, 1, 2)",id,0
16,36,43,1,"(1, 2, 0)",3-cycle,0
16,37,38,0,"(1, 0, 2)",transposition,1
16,37,40,0,"(1, 0, 2)",transposition,1
16,37,43,0,"(1, 0, 2)",transposition,1
16,38,40,1,"(0, 1, 2)",id,0
16,38,41,1,"(1, 2, 0)",3-cycle,0
16,38,42,0,"(2, 1, 0)",transposition,1
16,40,41,1,"(1, 0, 2)",transposition,1
16,40,42,0,"(0, 1, 2)",id,0
16,40,43,0,"(0, 1, 2)",id,0
16,41,43,0,"(0, 2, 1)",transposition,1
16,42,43,1,"(2, 1, 0)",transposition,1
17,18,19,0,"(0, 1, 2)",id,0
17,18,20,0,"(0, 1, 2)",id,0
17,18,21,0,"(1, 2, 0)",3-cycle,0
17,18,22,0,"(0, 1, 2)",id,0
17,18,23,0,"(0, 1, 2)",id,0
17,18,24,0,"(0, 1, 2)",id,0
17,18,25,0,"(0, 1, 2)",id,0
17,18,26,0,"(0, 1, 2)",id,0
17,18,33,1,"(0, 1, 2)",id,0
17,18,34,1,"(0, 1, 2)",id,0
17,18,35,1,"(0, 1, 2)",id,0
17,18,36,1,"(0, 2, 1)",transposition,1
17,18,37,1,"(2, 0, 1)",3-cycle,0
17,18,38,1,"(1, 2, 0)",3-cycle,0
17,18,42,1,"(1, 2, 0)",3-cycle,0
17,18,43,1,"(2, 0, 1)",3-cycle,0
17,18,44,1,"(2, 0, 1)",3-cycle,0
17,19,20,0,"(0, 1, 2)",id,0
17,19,21,0,"(0, 1, 2)",id,0
17,19,22,0,"(1, 0, 2)",transposition,1
17,19,23,0,"(0, 1, 2)",id,0
17,19,24,0,"(0, 1, 2)",id,0
17,19,25,1,"(1, 2, 0)",3-cycle,0
17,19,28,1,"(1, 0, 2)",transposition,1
17,19,32,0,"(0, 1, 2)",id,0
17,19,33,0,"(0, 1, 2)",id,0
17,19,34,1,"(0, 2, 1)",transposition,1
17,19,36,1,"(1, 2, 0)",3-cycle,0
17,19,38,0,"(1, 0, 2)",transposition,1
17,19,42,0,"(0, 1, 2)",id,0
17,19,43,1,"(1, 0, 2)",transposition,1
17,20,21,0,"(0, 1, 2)",id,0
17,20,22,0,"(0, 1, 2)",id,0
17,20,23,0,"(0, 1, 2)",id,0
17,20,24,0,"(0, 1, 2)",id,0
17,20,26,1,"(1, 2, 0)",3-cycle,0
17,20,28,1,"(1, 0, 2)",transposition,1
17,20,30,0,"(0, 1, 2)",id,0
17,20,33,1,"(1, 2, 0)",3-cycle,0
17,20,34,0,"(0, 1, 2)",id,0
17,20,36,0,"(2, 1, 0)",transposition,1
17,20,38,1,"(2, 1, 0)",transposition,1
17,20,42,1,"(1, 2, 0)",3-cycle,0
17,20,43,0,"(2, 1, 0)",transposition,1
17,21,22,0,"(0, 1, 2)",id,0
17,21,23,0,"(0, 2, 1)",transposition,1
17,21,24,0,"(0, 2, 1)",transposition,1
17,21,25,1,"(0, 2, 1)",transposition,1
17,21,28,0,"(2, 1, 0)",transposition,1
17,21,30,1,"(0, 1, 2)",id,0
17,21,33,1,"(0, 1, 2)",id,0
17,21,35,0,"(0, 2, 1)",transposition,1
17,21,37,0,"(2, 0, 1)",3-cycle,0
17,21,38,1,"(1, 2, 0)",3-cycle,0
17,21,42,1,"(2, 1, 0)",transposition,1
17,21,44,0,"(2, 0, 1)",3-cycle,0
17,22,23,0,"(0, 2, 1)",transposition,1
17,22,24,0,"(0, 2, 1)",transposition,1
17,22,26,1,"(1, 2, 0)",3-cycle,0
17,22,30,1,"(0, 1, 2)",id,0
17,22,32,0,"(0, 1, 2)",id,0
17,22,33,0,"(0, 1, 2)",id,0
17,22,35,1,"(2, 1, 0)",transposition,1
17,22,37,1,"(1, 0, 2)",transposition,1
17,22,38,0,"(0, 1, 2)",id,0
17,22,42,0,"(1, 0, 2)",transposition,1
17,22,44,1,"(2, 1, 0)",transposition,1
17,23,24,0,"(0, 1, 2)",id,0
